tanggal,mode_transportasi,rute,jumlah_penumpang,tarif_rata_rata,total_pendapatan,status_operasional,hari,hari_dalam_minggu,bulan,jam,hari_indo,kategori_waktu
2026-03-30 07:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,243,14000,3402000,Normal,Monday,0,March,7,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 15:55:00,LRT Jakarta,Pegangsaan Dua - Velodrome,59,5000,295000,Normal,Monday,0,March,15,Senin,Off-Peak
2026-03-30 12:24:00,MRT Jakarta,Bundaran HI - Lebak Bulus,102,10000,1020000,Normal,Monday,0,March,12,Senin,Off-Peak
2026-03-30 13:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,64,4000,256000,Normal,Monday,0,March,13,Senin,Off-Peak
2026-03-30 05:27:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),28,3500,98000,Normal,Monday,0,March,5,Senin,Off-Peak
2026-03-30 18:35:00,MRT Jakarta,Bundaran HI - Lebak Bulus,251,14000,3514000,Normal,Monday,0,March,18,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 06:00:00,LRT Jakarta,Velodrome - Pegangsaan Dua,60,5000,300000,Normal,Monday,0,March,6,Senin,Off-Peak
2026-03-30 11:37:00,MRT Jakarta,Bundaran HI - Lebak Bulus,127,14000,1778000,Normal,Monday,0,March,11,Senin,Off-Peak
2026-03-30 16:05:00,LRT Jakarta,Pegangsaan Dua - Velodrome,17,5000,85000,Normal,Monday,0,March,16,Senin,Off-Peak
2026-03-30 20:35:00,MRT Jakarta,Bundaran HI - Lebak Bulus,182,7000,1274000,Normal,Monday,0,March,20,Senin,Off-Peak
2026-03-30 12:26:00,MRT Jakarta,Bundaran HI - Lebak Bulus,39,10000,390000,Normal,Monday,0,March,12,Senin,Off-Peak
2026-03-30 16:15:00,MRT Jakarta,Lebak Bulus - Bundaran HI,73,14000,1022000,Normal,Monday,0,March,16,Senin,Off-Peak
2026-03-30 18:26:00,TransJakarta,Koridor 1 (Blok M - Kota),61,3500,213500,Normal,Monday,0,March,18,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 15:21:00,LRT Jakarta,Pegangsaan Dua - Velodrome,66,5000,330000,Terlambat,Monday,0,March,15,Senin,Off-Peak
2026-03-30 15:34:00,LRT Jakarta,Pegangsaan Dua - Velodrome,14,5000,70000,Terlambat,Monday,0,March,15,Senin,Off-Peak
2026-03-30 15:57:00,TransJakarta,Koridor 13 (Ciledug - Tendean),27,3500,94500,Terlambat,Monday,0,March,15,Senin,Off-Peak
2026-03-30 14:47:00,LRT Jakarta,Pegangsaan Dua - Velodrome,86,5000,430000,Normal,Monday,0,March,14,Senin,Off-Peak
2026-03-30 07:19:00,TransJakarta,Koridor 1 (Blok M - Kota),75,3500,262500,Normal,Monday,0,March,7,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 08:27:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 05:35:00,LRT Jakarta,Pegangsaan Dua - Velodrome,34,5000,170000,Normal,Monday,0,March,5,Senin,Off-Peak
2026-03-30 18:25:00,MRT Jakarta,Bundaran HI - Lebak Bulus,284,7000,1988000,Normal,Monday,0,March,18,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 08:51:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 21:10:00,LRT Jakarta,Pegangsaan Dua - Velodrome,67,5000,335000,Normal,Monday,0,March,21,Senin,Off-Peak
2026-03-30 08:33:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Terlambat,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 15:02:00,TransJakarta,Koridor 1 (Blok M - Kota),41,3500,143500,Normal,Monday,0,March,15,Senin,Off-Peak
2026-03-30 11:03:00,TransJakarta,Koridor 13 (Ciledug - Tendean),43,3500,150500,Normal,Monday,0,March,11,Senin,Off-Peak
2026-03-30 20:25:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),28,3500,98000,Normal,Monday,0,March,20,Senin,Off-Peak
2026-03-30 08:09:00,LRT Jakarta,Velodrome - Pegangsaan Dua,139,5000,695000,Normal,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 18:43:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Monday,0,March,18,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 14:02:00,LRT Jakarta,Velodrome - Pegangsaan Dua,55,5000,275000,Normal,Monday,0,March,14,Senin,Off-Peak
2026-03-30 07:56:00,LRT Jakarta,Velodrome - Pegangsaan Dua,133,5000,665000,Normal,Monday,0,March,7,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 15:46:00,LRT Jakarta,Pegangsaan Dua - Velodrome,59,5000,295000,Normal,Monday,0,March,15,Senin,Off-Peak
2026-03-30 17:26:00,MRT Jakarta,Lebak Bulus - Bundaran HI,121,4000,484000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 17:56:00,TransJakarta,Koridor 13 (Ciledug - Tendean),72,3500,252000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 07:28:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),63,3500,220500,Terlambat,Monday,0,March,7,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 17:30:00,MRT Jakarta,Lebak Bulus - Bundaran HI,198,3000,594000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 08:01:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 09:46:00,LRT Jakarta,Velodrome - Pegangsaan Dua,126,5000,630000,Normal,Monday,0,March,9,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 17:08:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,10000,3000000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 08:17:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Monday,0,March,8,Senin,Peak Pagi (07:00 - 09:00)
2026-03-30 17:57:00,MRT Jakarta,Lebak Bulus - Bundaran HI,208,10000,2080000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 21:40:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),30,3500,105000,Normal,Monday,0,March,21,Senin,Off-Peak
2026-03-30 17:58:00,MRT Jakarta,Bundaran HI - Lebak Bulus,292,4000,1168000,Normal,Monday,0,March,17,Senin,Peak Sore (17:00 - 19:00)
2026-03-30 12:44:00,LRT Jakarta,Velodrome - Pegangsaan Dua,19,5000,95000,Normal,Monday,0,March,12,Senin,Off-Peak
2026-03-31 07:25:00,MRT Jakarta,Bundaran HI - Lebak Bulus,232,10000,2320000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:50:00,LRT Jakarta,Pegangsaan Dua - Velodrome,96,5000,480000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:49:00,MRT Jakarta,Lebak Bulus - Bundaran HI,125,7000,875000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:28:00,MRT Jakarta,Bundaran HI - Lebak Bulus,119,4000,476000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 13:14:00,MRT Jakarta,Bundaran HI - Lebak Bulus,124,14000,1736000,Normal,Tuesday,1,March,13,Selasa,Off-Peak
2026-03-31 16:43:00,MRT Jakarta,Lebak Bulus - Bundaran HI,148,4000,592000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 10:59:00,LRT Jakarta,Velodrome - Pegangsaan Dua,73,5000,365000,Normal,Tuesday,1,March,10,Selasa,Off-Peak
2026-03-31 07:21:00,TransJakarta,Koridor 13 (Ciledug - Tendean),61,3500,213500,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:22:00,TransJakarta,Koridor 1 (Blok M - Kota),40,3500,140000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 17:52:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,10000,3000000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 16:22:00,TransJakarta,Koridor 1 (Blok M - Kota),31,3500,108500,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 08:18:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 14:16:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),30,3500,105000,Terlambat,Tuesday,1,March,14,Selasa,Off-Peak
2026-03-31 15:47:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),15,3500,52500,Terlambat,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 10:10:00,MRT Jakarta,Lebak Bulus - Bundaran HI,81,10000,810000,Normal,Tuesday,1,March,10,Selasa,Off-Peak
2026-03-31 05:54:00,LRT Jakarta,Velodrome - Pegangsaan Dua,58,5000,290000,Normal,Tuesday,1,March,5,Selasa,Off-Peak
2026-03-31 13:23:00,MRT Jakarta,Bundaran HI - Lebak Bulus,191,7000,1337000,Normal,Tuesday,1,March,13,Selasa,Off-Peak
2026-03-31 07:00:00,MRT Jakarta,Lebak Bulus - Bundaran HI,263,14000,3682000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,163,10000,1630000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 16:51:00,MRT Jakarta,Lebak Bulus - Bundaran HI,91,14000,1274000,Terlambat,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 09:58:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Tuesday,1,March,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:46:00,LRT Jakarta,Velodrome - Pegangsaan Dua,22,5000,110000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 17:39:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 12:48:00,LRT Jakarta,Velodrome - Pegangsaan Dua,80,5000,400000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 16:00:00,MRT Jakarta,Lebak Bulus - Bundaran HI,132,7000,924000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 08:57:00,TransJakarta,Koridor 13 (Ciledug - Tendean),67,3500,234500,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 14:08:00,MRT Jakarta,Lebak Bulus - Bundaran HI,64,7000,448000,Normal,Tuesday,1,March,14,Selasa,Off-Peak
2026-03-31 17:54:00,MRT Jakarta,Bundaran HI - Lebak Bulus,285,14000,3990000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 15:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,129,14000,1806000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 12:13:00,LRT Jakarta,Pegangsaan Dua - Velodrome,67,5000,335000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 08:57:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:19:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 16:01:00,TransJakarta,Koridor 13 (Ciledug - Tendean),25,3500,87500,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:37:00,MRT Jakarta,Lebak Bulus - Bundaran HI,138,7000,966000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 17:00:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Terlambat,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 08:23:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 16:28:00,LRT Jakarta,Velodrome - Pegangsaan Dua,40,5000,200000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 15:44:00,TransJakarta,Koridor 1 (Blok M - Kota),29,3500,101500,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 14:06:00,MRT Jakarta,Lebak Bulus - Bundaran HI,122,14000,1708000,Normal,Tuesday,1,March,14,Selasa,Off-Peak
2026-03-31 06:51:00,LRT Jakarta,Velodrome - Pegangsaan Dua,38,5000,190000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 15:39:00,TransJakarta,Koridor 1 (Blok M - Kota),22,3500,77000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 12:38:00,TransJakarta,Koridor 1 (Blok M - Kota),16,3500,56000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 07:42:00,LRT Jakarta,Pegangsaan Dua - Velodrome,120,5000,600000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 17:44:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 07:32:00,MRT Jakarta,Lebak Bulus - Bundaran HI,140,7000,980000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:27:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 17:35:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,14000,4200000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 16:14:00,TransJakarta,Koridor 13 (Ciledug - Tendean),22,3500,77000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:30:00,MRT Jakarta,Bundaran HI - Lebak Bulus,62,7000,434000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 05:40:00,MRT Jakarta,Lebak Bulus - Bundaran HI,144,7000,1008000,Normal,Tuesday,1,March,5,Selasa,Off-Peak
2026-03-31 21:37:00,LRT Jakarta,Pegangsaan Dua - Velodrome,35,5000,175000,Normal,Tuesday,1,March,21,Selasa,Off-Peak
2026-03-31 07:16:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 09:08:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),73,3500,255500,Normal,Tuesday,1,March,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 08:19:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:47:00,LRT Jakarta,Velodrome - Pegangsaan Dua,144,5000,720000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 06:32:00,MRT Jakarta,Bundaran HI - Lebak Bulus,101,4000,404000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 07:44:00,MRT Jakarta,Bundaran HI - Lebak Bulus,260,7000,1820000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 08:21:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),56,3500,196000,Terlambat,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:25:00,LRT Jakarta,Velodrome - Pegangsaan Dua,84,5000,420000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 15:33:00,MRT Jakarta,Bundaran HI - Lebak Bulus,212,7000,1484000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 07:23:00,LRT Jakarta,Pegangsaan Dua - Velodrome,96,5000,480000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 16:26:00,TransJakarta,Koridor 1 (Blok M - Kota),24,3500,84000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 19:39:00,TransJakarta,Koridor 1 (Blok M - Kota),61,3500,213500,Normal,Tuesday,1,March,19,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 06:11:00,TransJakarta,Koridor 13 (Ciledug - Tendean),34,3500,119000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 07:55:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,3000,900000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 13:06:00,LRT Jakarta,Velodrome - Pegangsaan Dua,38,5000,190000,Normal,Tuesday,1,March,13,Selasa,Off-Peak
2026-03-31 07:48:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 10:15:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),28,3500,98000,Normal,Tuesday,1,March,10,Selasa,Off-Peak
2026-03-31 16:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,83,10000,830000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 06:53:00,TransJakarta,Koridor 1 (Blok M - Kota),54,3500,189000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 16:50:00,LRT Jakarta,Pegangsaan Dua - Velodrome,29,5000,145000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:53:00,LRT Jakarta,Pegangsaan Dua - Velodrome,75,5000,375000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:49:00,LRT Jakarta,Pegangsaan Dua - Velodrome,74,5000,370000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 08:46:00,TransJakarta,Koridor 1 (Blok M - Kota),46,3500,161000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:22:00,LRT Jakarta,Velodrome - Pegangsaan Dua,67,5000,335000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 21:17:00,TransJakarta,Koridor 1 (Blok M - Kota),29,3500,101500,Normal,Tuesday,1,March,21,Selasa,Off-Peak
2026-03-31 18:59:00,LRT Jakarta,Pegangsaan Dua - Velodrome,144,5000,720000,Terlambat,Tuesday,1,March,18,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 15:08:00,MRT Jakarta,Bundaran HI - Lebak Bulus,46,4000,184000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 16:20:00,LRT Jakarta,Pegangsaan Dua - Velodrome,76,5000,380000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:42:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),33,3500,115500,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 08:26:00,LRT Jakarta,Pegangsaan Dua - Velodrome,128,5000,640000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:04:00,MRT Jakarta,Bundaran HI - Lebak Bulus,116,10000,1160000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 13:49:00,LRT Jakarta,Pegangsaan Dua - Velodrome,55,5000,275000,Normal,Tuesday,1,March,13,Selasa,Off-Peak
2026-03-31 12:42:00,LRT Jakarta,Pegangsaan Dua - Velodrome,28,5000,140000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 16:49:00,LRT Jakarta,Velodrome - Pegangsaan Dua,34,5000,170000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 16:04:00,TransJakarta,Koridor 1 (Blok M - Kota),17,3500,59500,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 07:26:00,MRT Jakarta,Bundaran HI - Lebak Bulus,143,10000,1430000,Terlambat,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 19:21:00,LRT Jakarta,Pegangsaan Dua - Velodrome,38,5000,190000,Terlambat,Tuesday,1,March,19,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 08:44:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 07:50:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 16:57:00,LRT Jakarta,Pegangsaan Dua - Velodrome,21,5000,105000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 07:34:00,TransJakarta,Koridor 13 (Ciledug - Tendean),41,3500,143500,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 21:17:00,TransJakarta,Koridor 13 (Ciledug - Tendean),35,3500,122500,Normal,Tuesday,1,March,21,Selasa,Off-Peak
2026-03-31 17:48:00,LRT Jakarta,Velodrome - Pegangsaan Dua,114,5000,570000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 18:27:00,MRT Jakarta,Bundaran HI - Lebak Bulus,293,7000,2051000,Normal,Tuesday,1,March,18,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 12:32:00,LRT Jakarta,Pegangsaan Dua - Velodrome,23,5000,115000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 16:39:00,LRT Jakarta,Pegangsaan Dua - Velodrome,47,5000,235000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 17:32:00,TransJakarta,Koridor 1 (Blok M - Kota),79,3500,276500,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 14:13:00,MRT Jakarta,Lebak Bulus - Bundaran HI,57,7000,399000,Gangguan,Tuesday,1,March,14,Selasa,Off-Peak
2026-03-31 18:39:00,TransJakarta,Koridor 1 (Blok M - Kota),66,3500,231000,Normal,Tuesday,1,March,18,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 08:37:00,MRT Jakarta,Bundaran HI - Lebak Bulus,264,4000,1056000,Normal,Tuesday,1,March,8,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 15:59:00,MRT Jakarta,Bundaran HI - Lebak Bulus,133,4000,532000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 10:48:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),17,3500,59500,Normal,Tuesday,1,March,10,Selasa,Off-Peak
2026-03-31 15:22:00,TransJakarta,Koridor 1 (Blok M - Kota),10,3500,35000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 16:06:00,MRT Jakarta,Bundaran HI - Lebak Bulus,137,7000,959000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 07:21:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),20,3500,70000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 11:30:00,LRT Jakarta,Velodrome - Pegangsaan Dua,71,5000,355000,Terlambat,Tuesday,1,March,11,Selasa,Off-Peak
2026-03-31 06:24:00,MRT Jakarta,Lebak Bulus - Bundaran HI,96,10000,960000,Terlambat,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 16:42:00,LRT Jakarta,Velodrome - Pegangsaan Dua,66,5000,330000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 09:36:00,TransJakarta,Koridor 13 (Ciledug - Tendean),57,3500,199500,Normal,Tuesday,1,March,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 09:39:00,LRT Jakarta,Pegangsaan Dua - Velodrome,145,5000,725000,Normal,Tuesday,1,March,9,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 11:08:00,MRT Jakarta,Lebak Bulus - Bundaran HI,103,14000,1442000,Normal,Tuesday,1,March,11,Selasa,Off-Peak
2026-03-31 11:57:00,LRT Jakarta,Velodrome - Pegangsaan Dua,48,5000,240000,Normal,Tuesday,1,March,11,Selasa,Off-Peak
2026-03-31 16:37:00,TransJakarta,Koridor 1 (Blok M - Kota),46,3500,161000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 14:49:00,LRT Jakarta,Pegangsaan Dua - Velodrome,35,5000,175000,Normal,Tuesday,1,March,14,Selasa,Off-Peak
2026-03-31 15:41:00,LRT Jakarta,Pegangsaan Dua - Velodrome,64,5000,320000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 06:25:00,LRT Jakarta,Velodrome - Pegangsaan Dua,86,5000,430000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 18:25:00,LRT Jakarta,Velodrome - Pegangsaan Dua,108,5000,540000,Normal,Tuesday,1,March,18,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 19:52:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),39,3500,136500,Normal,Tuesday,1,March,19,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 12:10:00,LRT Jakarta,Velodrome - Pegangsaan Dua,41,5000,205000,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 16:19:00,TransJakarta,Koridor 1 (Blok M - Kota),22,3500,77000,Normal,Tuesday,1,March,16,Selasa,Off-Peak
2026-03-31 15:37:00,TransJakarta,Koridor 1 (Blok M - Kota),68,3500,238000,Normal,Tuesday,1,March,15,Selasa,Off-Peak
2026-03-31 12:49:00,TransJakarta,Koridor 1 (Blok M - Kota),17,3500,59500,Normal,Tuesday,1,March,12,Selasa,Off-Peak
2026-03-31 07:35:00,TransJakarta,Koridor 13 (Ciledug - Tendean),64,3500,224000,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 13:59:00,LRT Jakarta,Velodrome - Pegangsaan Dua,34,5000,170000,Normal,Tuesday,1,March,13,Selasa,Off-Peak
2026-03-31 07:50:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),77,3500,269500,Normal,Tuesday,1,March,7,Selasa,Peak Pagi (07:00 - 09:00)
2026-03-31 06:38:00,MRT Jakarta,Bundaran HI - Lebak Bulus,127,4000,508000,Normal,Tuesday,1,March,6,Selasa,Off-Peak
2026-03-31 17:21:00,TransJakarta,Koridor 13 (Ciledug - Tendean),48,3500,168000,Normal,Tuesday,1,March,17,Selasa,Peak Sore (17:00 - 19:00)
2026-03-31 10:27:00,MRT Jakarta,Bundaran HI - Lebak Bulus,144,14000,2016000,Normal,Tuesday,1,March,10,Selasa,Off-Peak
2026-03-31 09:13:00,MRT Jakarta,Bundaran HI - Lebak Bulus,285,10000,2850000,Normal,Tuesday,1,March,9,Selasa,Peak Pagi (07:00 - 09:00)
